id,titles,artists,danceability,energy,acousticness,instrumentalness,tempo,dataset,cluster
0BDfaX7dHIAF3sykl9yZ0C,Vous entendrez parler de lui,Barbara,0.565,0.142,0.948,0.0,72.773,N,6
18JURMIS0hQCTVGMiZAk0G,You're a Zombie,Wendy O. Williams and  Plasmatics,0.361,0.898,0.0382,0.0237,137.378,N,10
6cPnE82DKBLd7sg02ZNg8K,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",Meek Mill and  Future and  Roddy Ricch and  Young Thug,0.7659999999999999,0.703,0.00807,0.0,163.06,N,1
6jtbPE9BmL9MGr81O5Ag3k,I Will,Tessa Kautzman,0.536,0.385,0.743,0.0428,120.094,N,3
03gmrVdmnwaHVVAij2wM6h,Hot Moonpie #1,Mike and the Moonpies,0.488,0.884,0.0516,0.92,173.903,N,5
0I7XgzpGVZKVNUeyZmWvuU,Lip up Fatty,Tim Timebomb,0.698,0.899,0.237,1.05e-05,144.898,N,1
2y9ETp2FGZdTCGQqFlTWwO,Breeding Cycle Completed,Sturp,0.665,0.4589999999999999,0.011,0.897,104.862,N,4
4dcYvGKfMgczmDcnvZhIhf,See You Next Tuesday,Lisa Mann,0.6659999999999999,0.752,0.107,0.0,133.694,N,1
1vHNVWlY0a41uGOH26IdjR,My Song (feat. Glenn North),Bobby Watson and  The I Have a Dream Project and  Glenn North,0.705,0.419,0.0278,0.0,155.719,N,1
0FeR0rlDkSmWUaqjghUDGX,I Wear a Hat Now (Live),Bill Larkin,0.5660000000000001,0.679,0.879,1.26e-05,101.325,N,3
7nDKBra32GDxWD4rmi8pR0,"Trio after Fasch, BWV 585: Adagio – Allegro",Johann Sebastian Bach and  David Goode,0.207,0.0382,0.893,0.95,83.54700000000003,N,11
1Bs6nVw9Tos99jAhjTCS6z,Get On! (Zacchaeus) - Live,Illuminandi,0.247,0.956,0.000168,0.00163,150.19899999999996,N,10
4ySypuMr9FAMx2gyuNBg6d,Carrot Top,Acoustic Spoken Groove,0.675,0.502,0.7340000000000001,0.0,98.251,N,3
0U9dYQJZkPtYVLNNuG4Yt8,My Father's a Hedger and Ditcher,Mary-Ann Carolan,0.588,0.0182,0.996,0.0673,63.801,N,6
0yfEYoxhKZd0isYmUrgkgu,Camino De Estrellas,Shimshai & Susana,0.5720000000000001,0.0918,0.931,0.0,126.436,N,3
7zo8QqWOUdh7KViiidpuWZ,Porno Clown,Balkan Beat Box,0.5920000000000001,0.731,0.000423,0.318,171.984,N,10
6Mj5sgWLUJVzATSqtZLEZs,Vile 'n' Venomous,Mr. Morbid & Melph and  Little Vic and  Eternel and  Majesty and  Venom,0.525,0.778,0.000971,0.0,174.167,N,10
483NHOdp19Ig0cRkMFUZtM,Dying to See Her (feat. Bill Anderson),Brad Paisley and  Bill Anderson,0.495,0.5670000000000001,0.562,1.36e-06,144.002,N,8
0ige0KoVKGcMEOxSKRBKAM,In The Club,Young Sicc,0.892,0.617,0.0629,0.0,95.009,N,0
22KGiezDTDc4W1VEnEcKhr,Ring Finger,Butterglory,0.284,0.3929999999999999,0.481,0.7809999999999999,180.06799999999996,N,9
0CYI9Rm2x5mQ1p2WAnOJkr,That's What's Up,Last Emperor and  Mr. Eon,0.858,0.6970000000000001,0.0256,0.0,103.049,N,0
3ZAmKfCRKsfeLv56Sf4bQd,Occidental Woman,Duke Robillard & Sunny Crownover,0.657,0.3989999999999999,0.916,0.0866,87.575,N,3
4gwHatfOJIccK74ehsCA6X,The Places You'll Call Home,The Ladybug Transistor,0.598,0.91,0.289,1.73e-05,126.023,N,1
4FMDwLiBrcKFKL1Zs0iz6t,Star Trek (Instrumental),Don Perignon Y La Puertorriqueña,0.539,0.905,0.4579999999999999,0.535,191.937,N,5
0JqT4Th2mxbkK0niZvZSD9,Ну почему?,Kristina Orbakaitė,0.8809999999999999,0.6859999999999999,0.496,0.000877,130.05700000000002,N,1
03xPerRZqgSLDWt5GZ148b,Sketches of Pain (live),Audible Mainframe,0.527,0.88,0.141,0.0,95.038,N,7
7B3rUL6KVilrD3mLKdn18J,Fare Thee Well,Cathie Ryan,0.35,0.1169999999999999,0.927,0.00612,142.011,N,8
0AAtMvTg4oGAI3NIvH5zhB,Antique Hyper Mall,65daysofstatic,0.426,0.955,0.00669,0.0195,156.668,N,10
6PqX5fchyeZeDRQKIlNeO0,Fan Mail,B.o.B,0.461,0.569,0.2289999999999999,8.950000000000001e-05,177.125,N,10
4S06TOp354uwV9swxCAdJl,Blinded By Power,Acrania,0.445,0.87,0.035,0.46,123.284,N,12
6maRct2aPH8YBDjM0WjCEC,Yo Voy (Daniel Haaksman Remix),Novalima and  Daniel Haaksman,0.7929999999999999,0.889,0.0211,0.696,126.004,N,4
4VI6ZhSmcggbjQMGpnSTmS,Slow,Fuel,0.5760000000000001,0.865,0.000256,0.000139,102.631,N,7
0wgp5SrI4ujwuayh5XMvzE,Santa's Elves and Reindeer,Terry Taffinder Grosvenor,0.391,0.0615,0.847,0.8009999999999999,92.762,N,11
7n57TRZszGBqi8QN8jrS7N,The Standard of St. George,Kenneth J. Alford and  The Band Of H.M. Royal Marines and  John Mason,0.501,0.335,0.972,0.907,122.44,N,2
5PCx7v6ip2tqWOzA0ftZib,Pictures at an Exhibition: I. Gnomus,Modest Mussorgsky and  Philip Edward Fisher,0.507,0.0371,0.984,0.457,119.601,N,2
2ELmEUiA3WC73DYf27oVfN,Sigue Mi Ritmo,Zion & Lennox,0.802,0.688,0.0106,2.78e-05,95.012,N,0
4XkxWFKSWj6QYR0R2XVEMt,"The Ballad of el Goodo - Live at University of Missouri, Columbia, MO - April 1993",Big Star,0.324,0.7,0.0702,0.0,148.322,N,10
4SxmkTcN2LM1ObcTPSZvPR,Flute Concerto No. 5 in G Major: II. Gratioso con variation,Francois Devienne and  Patrick Gallois and  Swedish Chamber Orchestra,0.33,0.0696,0.976,0.557,74.377,N,11
3d9NkesE70M0KRMKSQVcip,Retirement Party,Bob Newhart,0.519,0.636,0.892,0.0,124.488,N,3
3kefkPxgKBxCJtuMy0tPIA,"Symphony No. 8 in C Minor, Op. 65: II. Allegretto",Dmitri Shostakovich and  Slovak Radio Symphony Orchestra and  Ladislav Slovák,0.4579999999999999,0.151,0.79,0.5479999999999999,137.084,N,9
29gMkCrDSNqU1KJRPSBmsv,Wishing Well,Common Children,0.271,0.627,0.0080299999999999,0.0,182.739,N,10
2oA4571pMpe5HCoD7xDNiG,Big City Blues,Zola Moon,0.64,0.693,0.000634,0.0038399999999999,111.915,N,0
58oZjQwET9oX37wSXlntGX,Caney Fork River,Balsam Range,0.649,0.743,0.47,0.0,127.046,N,1
1iUjgDri1iyD5FSRGcRrhb,It Had Better Be Tonight (From The Pink Panther),Henry Mancini,0.542,0.2239999999999999,0.703,0.0,114.701,N,3
2dFtK9bvWhkamaQO2CSnEU,Drunk Thoughts,N.E.M.,0.772,0.706,0.239,0.0,80.607,N,0
0KW2qOFo1uqSq5a3o4Fia6,Richland Woman Blues,Stefan Grossman and  Danny Kalb and  Steve Katz,0.701,0.3879999999999999,0.775,0.0324,94.122,N,3
35LGKP0EBno8cf9WlpZKmz,Hidden Embers,Immediate,0.152,0.7140000000000001,0.0289,0.955,190.225,N,5
7yW1Z71qfzvWwNvYjuOup8,Watch Out (Love Gonna Getcha),Glenn Cardier,0.875,0.444,0.258,0.00993,94.987,N,0
2HFeg21T46EIAg5g7Ee12k,Inside,Gary Smart,0.535,0.255,0.94,0.87,195.16,N,9
3DNiKfTCDnvxiYa4g1HBcH,Here and Now,Android Lust,0.58,0.51,0.638,0.889,156.985,N,9
0CjQ5yGtCk55LyipNUEb0n,Moon Country,Hoagy Carmichael and  Johnny Mercer and  Hoagy Carmichael & His Orchestra,0.691,0.0704,0.965,0.311,119.91,N,3
1OfsD9BI66tlPM6AuBnMtw,Spuk Am Brautsee,Torfrock,0.4379999999999999,0.67,0.423,1.5e-05,107.957,N,7
3ec8f5niTlClw0kWCyMSs9,The Drowning Man,Unwoman,0.312,0.27,0.743,0.18,128.436,N,8
17LpulsbRc2H8yJQ252Ixr,Days Over You,Red Planet,0.461,0.564,0.0262,4.25e-06,112.627,N,7
08aoGbfd6cKIEubXcj85mn,I'll Drink to That,American Dog,0.36,0.92,0.0030399999999999,0.00224,143.667,N,10
0fnCz2iKM4B0bTZTiZsOEO,The Fuses Have Been Lit,Pop Will Eat Itself,0.616,0.804,0.0198,0.711,100.392,N,4
65Rr56hYjkONOriUBBlahC,Whiplash,Theophilus London and  Tame Impala,0.722,0.87,0.0192,3.14e-05,102.976,N,0
6BGRhgHHeHan0BEXfLv3UP,Third Light,The Alarm,0.608,0.887,0.0506,0.0,138.08700000000002,N,1
5K269PPTHrbdMbi1FmBRsP,Long Low Down,Whiskey Shivers,0.643,0.2789999999999999,0.645,0.0415,120.16,N,3
1yZDkDwpNRk3iQ6YTKEsPH,100k,YNW Melly,0.8059999999999999,0.71,0.25,5.93e-05,103.923,N,0
0O5xbFXEV9nVXPHQTb7zGw,Beaumont Rag,DeWayne Wear,0.614,0.466,0.639,0.00614,112.501,N,3
5didMFJaCETCEBc28IpNxk,Concerto for Strings and Basso Continuo No. 1 in A Major: II. Fuga,John Hebden and  London Early Opera and  Bridget Cunningham,0.476,0.128,0.8320000000000001,0.017,110.376,N,6
328rxkxWRSLJE3cQBNZA9r,The Tongue,Ichka,0.355,0.78,0.7240000000000001,0.748,178.253,N,5
7CyASjW6x4Z6U8FrMuo7uq,Aida: Act III: O tu che sei d'Osiride,"Giuseppe Verdi and  Maria Dragoni and  Kristjan Johannsson and  Barbara Dever and  Mark Rucker and  ""Francesco Ellero d Artegna"" and  Riccardo Ferrari and  Antonio Marcenò and  Monica Trini and  Colin Mawby and  RTÉ Philharmonic Choir and  RTE Chamber Choir and  Culwick Choral Society and  Bray Choral Society and  Dublin County Choir and  Dun Laoghaire Choral Society and  Cantabile Singers and  Goethe Institut Choir and  Musica Sacra and  The Phoenix Singers and  RTÉ National Symphony Orchestra and  Irish Army No. 1 Band and  Ricco Saccani",0.1989999999999999,0.00598,0.888,0.00463,130.556,N,8
6x3Tpk4APUdfNNYp2hz19D,Gib auf mich acht (arr. T. Jäkel for vocal ensemble),Tim Jäkel and  Luc Devens and  Georg Friedrich Fischer and  Jack Timmel and  VIVA VOCE die a cappella Band,0.414,0.151,0.97,1.16e-06,88.402,N,6
3gqbL4jie2ybTXPpBO1Erq,Conditioner - Fabio Lendrum Mix,Danny Denial and  Fabio Lendrum,0.3829999999999999,0.752,0.0796,0.0,179.979,N,10
7emP6Hk9xpAP4M829Cej3F,Do You Feel It Too,Poco,0.623,0.455,0.3989999999999999,0.0,102.179,N,3
3P21u4LogO352D5YylUGC2,Who Is This King?,Sister Perri,0.272,0.395,0.872,5.01e-05,87.14200000000002,N,6
64OuMwHzUnw1Y5mo8o8BBp,Will / Won't,New Idea Society,0.534,0.418,0.0515,1.34e-06,87.984,N,0
0WjHbQkD3q68yswQJj68da,Successpits,Yopo,0.4370000000000001,0.6409999999999999,0.309,2.09e-05,170.49599999999995,N,10
2P2ffDjJBkoV6H3MEfOYCU,Behind Every Mind,Up The Fury,0.4320000000000001,0.939,0.000258,0.0,107.362,N,7
1EdjZNgCaT1yLCbaz99cQq,Aural Fixation,Afu-Ra,0.65,0.946,0.207,0.0,196.603,N,10
6prDeaAEPpPUhcp3Vue7yD,Drinking Again,Rainbow Room,0.731,0.833,0.0057,0.1009999999999999,109.991,N,0
2Ays934lHyLpXuYKYQG01V,"Elegie sur des motifs du Prince Louis Ferdinand de Prusse, S168/R75",Franz Liszt and  Jenő Jandó,0.245,0.0373,0.994,0.916,72.469,N,11
5Kybxrwyv4HTTsqpRiCJkL,Whimsyland (English Version),Phoebe,0.52,0.685,0.0175,8.809999999999999e-05,75.953,N,7
0dSRoWYf0GOzX9L44g53sZ,One Step Ahead,Aretha Franklin,0.384,0.206,0.826,0.0,170.16299999999995,N,8
2lm9Yr9TIIpgErB0QCCDpw,Mountain Road,The Outside Track,0.564,0.396,0.747,0.0,152.844,N,8
6zyZroCeE0Ky6FeDRsMZdF,"Pieces de clavecin, Book 1: La Berryer ou La Lamoignon",Claude Balbastre and  Elizabeth Farr,0.327,0.144,0.8640000000000001,0.172,95.544,N,6
1rqKV2eRZWlD2C301EE05I,Unchained Melody,Justin Guarini,0.4920000000000001,0.5329999999999999,0.182,0.0,106.471,N,7
2HW7CnjKKjnYSFlJ6cN0Zq,Safe & Sound,Brickfoot,0.523,0.6,0.254,0.0002109999999999,133.98,N,1
1m9m4VSZARFtAz69I0Bke0,Just Got Lucky,Dokken,0.435,0.929,0.00182,0.0003819999999999,138.345,N,10
3Q9T93F1Op2hUBLvfT8uNo,Americanized,Crazy Mary,0.502,0.662,0.0897,0.0275,131.814,N,1
0xgWUgUZ2clEkkjWEdmDCy,15 Step,The Breaking Winds Bassoon Quartet,0.607,0.362,0.946,0.899,92.837,N,2
1xNJ7PrjU7hytXkYD0kZTi,Adagio for Strings (Barber),Samuel Barber and  Charles Münch and  Boston Symphony Orchestra,0.11,0.131,0.965,0.898,79.938,N,11
2OT1XTpQkWCH5j6Rdxq1lO,Radio Broadcast,The Upsidedown,0.331,0.183,0.907,0.904,125.152,N,9
7mBybcvsL75T0rk2GWiza3,"Partita No. 4 in D Major, BWV 828: III. Courante",Johann Sebastian Bach and  Robert Woolley,0.291,0.118,0.853,0.0451,128.316,N,8
5y9blViAcaHGr4mQ9ZSt11,Getaway,iZLER,0.482,0.963,0.00634,1.94e-06,160.077,N,10
7CmyPvCkT6vYLeUBfBIWup,You Are The One,Amy Klein,0.314,0.772,0.0023899999999999,0.00267,142.94799999999995,N,10
07SmcTcYZmeQlE5IJwpVHq,Asian Carp,Bitchin Bajas,0.273,0.375,0.8340000000000001,0.8690000000000001,97.12,N,11
54FTwpttNmu4GRCT0UP4eK,Geceler,Nautilus,0.488,0.532,0.127,0.000414,113.071,N,7
61hlOmuxuFkNE2uo4Xtb5R,Messe für die Orgel: Benedictus,Zuzana Ferjencikova,0.0677,0.0312,0.573,0.738,78.406,N,11
7ire0d31G1CnVzOry0zf46,Song for Levon,Jimmy Vivino and  the Black Italians,0.424,0.5710000000000001,0.351,0.0,185.332,N,10
7FRHKwpF92WEGVy9rG5Hrc,Time Ain't Right,Johnny Zarrow,0.723,0.5670000000000001,0.561,0.000526,124.848,N,3
6MHenSf17vgcAcHE5kZOtL,Sangre Del Toro,Johannes Linstead,0.57,0.7390000000000001,0.3670000000000001,0.831,179.99200000000005,N,5
0bI0NvzArura6dKiZTgH3q,O mio babbino caro from Gianni Schicchi,Giacomo Puccini and  Andre Kostelanetz & His Orchestra,0.15,0.241,0.942,0.919,81.794,N,11
23i5HIjak9FbmMFmHQD7vH,Parakeet Troopers,Robert Pollard,0.4379999999999999,0.593,0.0185,0.907,110.31,N,12
6gRG3jyINXzwmxa5oj8SaE,Byte,Absolution Denied,0.52,0.987,4.28e-05,0.0,124.972,N,7
49Hz2PJTD3WBRxgTCgEIE5,Yo Te Recuerdo,Juan Gabriel,0.195,0.255,0.6559999999999999,0.0,70.811,N,6
72jtFiIr5qElrU5N4XYPBT,ALASKA,ELIF,0.7440000000000001,0.667,0.0645,0.0,77.01,N,0
5r4meYkz1NxGinIDx67osB,Silence,Little Atlas,0.2769999999999999,0.418,0.123,0.351,100.593,N,12
1EmfM6rgEfi7moLNb1iJOR,Robotten,Gnags,0.767,0.687,0.0237,3.929999999999999e-05,132.72799999999998,N,1
2ylph3EskHjn1PjjsrDTOG,So Pretty,The Charms,0.431,0.96,0.000488,0.017,159.916,N,10
1mJVRXYrbZ0CVRt75d0LBP,Nobody's Fool - Duet Version,Tom Keifer and  Lzzy Hale,0.39,0.8540000000000001,0.0158,0.000794,133.16,N,10
0d6zLRxIF76LfyMS3wb2A9,Organized Grime,B.o.B,0.6459999999999999,0.879,0.639,0.0,93.971,N,0
0UzOOzmaPsaUF9u9E3w2z0,"String Quartet No. 3, ""Mishima"" (arr. P. Binkley, M. Flinner, D. Rath and A. Roszkiewicz): VI. Mishima / Closing",Philip Glass and  Paul Binkley and  Dana Rath and  Matt Flinner and  Adam Roszkiewicz and  Modern Mandolin Quartet,0.54,0.0867,0.987,0.8170000000000001,126.165,N,2
06nlPk0wK4A5mSFvXTgME3,Usted Señor,"""Oscar DLeón""",0.889,0.848,0.3670000000000001,0.0,110.508,N,0
1VeObusCjRh1LIntUrx6vW,Free Max B #1,Big Kahuna Og,0.695,0.648,0.457,0.0,170.768,N,1
6jbMAkAqJ60jULZ0Hgxw65,Stand My Ground,4ft Fingers,0.434,0.85,0.000361,0.000529,105.328,N,7
2wspq3R5yegaV605GjJf1E,That Girl (feat. Kaci Brown),Bone Thugs-N-Harmony and  Kaci Brown,0.706,0.72,0.0742,0.0,105.021,N,0
2322G20uSjhyfd1kpdDxvR,Pictures at an Exhibition: The Hut on Fowl's Legs (Baba-Yaga),Modest Mussorgsky and  Evgeny Kissin,0.258,0.206,0.975,0.884,65.42,N,11
6ST1Rwgwmh8Qu6gomcHsMV,"New York City Skyline [from ""The Purple Heart,"" 2003]",Isadar,0.4589999999999999,0.0112,0.987,0.804,64.461,N,11
5Bfxcgo89rjn2ov25YjEQn,"Trio Sonata in C Major, RV 82 (Arr. for Mandolin, Violin, Cello & Lute): III. Allegro",Antonio Vivaldi and  Michael Freimuth and  Anna Torge and  Mayumi Hirasaki and  Johannes Loescher,0.588,0.152,0.807,0.6659999999999999,121.149,N,2
1vLxTBy5y9dFDsbBQ6vpaa,Skyclad,Click,0.294,0.84,0.0009519999999999,0.000196,142.83100000000005,N,10
4Lif6PxvHJgyXAwRuCp0cp,GTL,6ix9ine,0.611,0.604,0.895,0.0717,89.589,N,3
4l6nbRYX4oNNOocoUxPwWP,Through the Line of the Edge,Flamorn,0.431,0.997,5.21e-05,0.305,105.011,N,7
0keL7tgJSe0Qaif6uGuxU9,"Jamie, Come Try Me",Kim Robertson,0.487,0.174,0.97,0.908,81.639,N,2
3bv3cKDSnPc6HWzjtUyG2D,Laurel Grove,The Biscuit Burners,0.645,0.424,0.416,6.929999999999999e-05,124.888,N,3
3z5VGUmLMMv5UU4dcsu0hr,Roseville Fair,Ameri-mf-cana,0.622,0.237,0.8009999999999999,8.690000000000001e-05,98.307,N,3
0n0ACnBKXLMStN5dEcKDD7,Travis Blues,Jimmy Arnold,0.737,0.3389999999999999,0.6759999999999999,0.695,114.849,N,2
6MmkojXF5tnXVBj07ngIMe,"Cold Hands, Warm Pants",Luder,0.29,0.8859999999999999,0.000149,0.0397,148.026,N,10
3I5eSVKKdmTx9N6pP6YLnn,Banned in the DC - Knastplanet,Kein Hass Da,0.2239999999999999,0.95,0.00747,0.0078,169.851,N,10
34xnyINPETzeO37qyrtYM6,Like Never Before,Mari Iijima,0.355,0.332,0.782,0.000895,100.844,N,6
7ipAZNkyvQ2V3XOlez2DQR,Don Condón,Def Con Dos,0.585,0.5,0.863,0.0,106.402,N,3
053OZFDCBrRtbzd5LIAkGa,Street Scene: Don't Forget the Lilac Bush,Kurt Weill and  Anne Jeffreys and  Brian Sullivan and  Maurice Abravanel,0.2319999999999999,0.272,0.927,0.000683,83.01799999999999,N,6
0BCKpQSwuDuLPeVF9nlt4c,Spill My Spice,Marshall Okell,0.445,0.828,0.1639999999999999,0.00276,173.88099999999997,N,10
4CkpVAcj7HXXALa3KbBa0h,Swine Flu,Blaze Ya Dead Homie,0.757,0.804,0.00869,0.0,99.991,N,0
2xORqiMB5k0FxDlHetAAf1,Voodoo Chile,Gabriel Rios,0.797,0.217,0.901,6.09e-05,86.03399999999998,N,3
3L1pLzSO1F0b6JIicYL3q9,Rockin' Is Ma Business,Alabama Thunderpussy,0.315,0.835,0.000143,0.0612,137.761,N,10
6ygbq6xtxWWyVIfBBppan9,"Symphony No. 2 ""Cello"": I. Allegro",The Louisville Orchestra,0.185,0.0851,0.946,0.639,82.09700000000002,N,11
1EHZIiMefrHJadPAqbQ7f8,Loser,3 Pill Morning,0.415,0.974,9.08e-05,3.39e-06,161.95600000000005,N,10
7CKL5EJvbizMfMeJNUhgcG,Test,David Chesky,0.743,0.235,0.00122,0.952,101.163,N,4
3ZN1JpSvZAvAlwfE61EoG5,Quel est l'enfant ? - What child is this ?,Marie Michèle Desrosiers,0.3329999999999999,0.245,0.957,0.000194,135.697,N,8
0ocYZTNy9Ao87fWs9AgAhy,Devil's Harvest,Flying Vipers,0.6579999999999999,0.703,0.0043,0.873,142.284,N,4
38JCHGrsWu9OxZLjIKpLh1,Hang,Van Sereno,0.601,0.284,0.557,0.0,200.903,N,8
0KEG5mVNmbiTak8cgUUAMX,Jeep,Joe,0.718,0.452,0.0613,2.8e-06,125.987,N,1
3SDC9yT0kh6563Tmq80lzo,A l'envers,Amir,0.608,0.643,0.417,0.0,101.801,N,0
1HLkFhRrcer8FT4txQPnJm,Roentgen,Defcon,0.285,0.995,0.425,0.929,80.139,N,12
3ezjo4Dm1qmxYvo1Sru79C,Tighter Than Tight,Bitches Sin,0.5770000000000001,0.679,0.00436,0.292,149.096,N,1
5rMnr1E2IKWkDpiAk0T5uH,"Stop, Look, Listen (To Your Heart)",The Stylistics,0.446,0.472,0.818,0.000677,75.49,N,6
6n4hHKHU8qyZ9xQMPqWWNQ,In An Ice Palace,The Music Tapes,0.354,0.774,0.853,0.8740000000000001,133.857,N,9
5P9n9MA0MsdErZ8K1tG3Fm,Sinfonia No. 1,Daniel Börtz and  Royal Stockholm Philharmonic Orchestra and  Gennady Rozhdestvensky,0.06,0.0255,0.439,0.456,64.339,N,11
6llkFfHmEPYzgcyAAirZt2,Everything you miss at home,Al Mckenzie,0.612,0.512,0.409,0.888,88.022,N,4
3HB6uQPI13hPz9Hbi4eD1k,It's So Easy,Roger Whittaker,0.507,0.304,0.6,1.26e-05,138.67600000000002,N,8
2R47ckiWBYwGdadInQ0FQd,No Quarter,Toledo Steel,0.528,0.942,0.000303,0.0415,89.99700000000001,N,7
5EaZ0gMlhvvVWo3xh3DKLy,Whipped,"Bonnie ""Prince"" Billy",0.41,0.174,0.653,0.000972,81.28699999999998,N,6
28PToMm6NuhE201aNPmAjz,A Mote of Ash in the Terrible Dark,Alder & Ash,0.26,0.0567,0.211,0.637,126.508,N,9
2liZtRZ2RnHEwTiiPhN6gX,I Write The Songs,Ray Conniff,0.382,0.368,0.847,0.0202,76.654,N,6
0tgDpDKV15zYgiC7XzOH1d,F#@k Yo Set,Capone,0.7509999999999999,0.648,0.502,0.0,82.564,N,0
2CQPsHEbuDhpN1n1vi5LSO,Mercury Retrograde,The Flying Luttenbachers,0.241,0.987,0.000374,0.92,104.048,N,12
5agTEWPMeM8LUOxuV1t96f,"Seis Canciones Populares Españolas, Polo",iAN&ANi and  Ani Gogova and  Ian Maksin,0.37,0.131,0.992,0.7929999999999999,100.06,N,11
2SlQH2H3mPOxocE91MWf8F,Put Some Mustard On It,Five Alarm Funk,0.8079999999999999,0.884,0.0313,0.833,136.016,N,4
7Hkwpt3GaRntiCrbCyJ4BN,Corpus Christi,Kevin Abstract,0.522,0.362,0.915,0.0355,84.613,N,3
5p6Fq0Rs7DOhQ5cJkvLg39,Sweet Beulah Land,The Plath Family,0.356,0.0713,0.975,0.0,133.612,N,8
390qfyUMjI3GSIb6gd4qPK,Koholaa!,David Rothenberg,0.363,0.0574,0.92,0.763,97.148,N,11
5E5fGHQuycLFDibgqrzqRi,Catfish Road,Eric Michael Jones,0.6579999999999999,0.633,0.652,0.00067,116.001,N,3
264MNlddJ98Q4EaF4IW3yh,Stand - Live,The Winery Dogs,0.4920000000000001,0.381,0.736,0.0,95.849,N,3
1UfJEFhgIO8C8909nymV1m,Katrina Ballads: Kanye West: 9.2.05,Ted Hearne and  Abby Fischer and  Isaiah Robinson and  Allison Semmes and  Anthony Turner and  Eileen Mack and  Nathan Koci and  Christopher Coletti and  Taylor Levine and  Batya Macadam-Somer and  David Medine and  Jody Redhage and  Kris Saebo and  Ron Wiltrout and  David Hanlon,0.419,0.24,0.8390000000000001,0.0709,102.924,N,6
1Lhl1V70M403GxOes6NlD8,Feed Me - Live,Kenny Wayne Shepherd and  Hubert Sumlin,0.451,0.8640000000000001,0.406,0.0033799999999999,116.633,N,7
6p4Iqb3ifUBGi1QK0cEJOW,Gloria,Richie Dennis,0.474,0.63,0.341,0.0,77.893,N,7
302bbvT22B2fB7uebiJPPr,Ganyan Talaga Ang Pag-ibig,APRIL BOYS,0.5539999999999999,0.233,0.758,5.479999999999999e-05,136.067,N,8
5K3ExMn59xOc8bm462GszV,Taos,Tia Carrera,0.3670000000000001,0.863,0.00385,0.934,108.672,N,12
2So9pYqQ0JWvFhasJfI871,Adventure of a Lifetime - Matoma Remix,Coldplay and  Matoma,0.6509999999999999,0.7709999999999999,0.00381,1.7100000000000002e-05,112.015,N,0
3dj23PNnlmndF02wW6s3Ou,They're Here,Craig Armstrong,0.514,0.434,0.557,0.944,124.05,N,2
34WFvAXpYedqVKi5sS9eK7,Skin & Bones,Ultra Violent Lights,0.342,0.911,0.000135,0.691,165.109,N,5
5n0HHxH54jp7zZcBdNBrXa,Song Of The Volga Boatmen - Remastered 2002,Glenn Miller,0.8420000000000001,0.214,0.873,0.434,125.311,N,3
5GRgA5gB5uqDZDJ6BffVuR,Think It's Time,Hallways,0.674,0.633,0.316,0.0,100.124,N,0
6w5ozNS3SAKHvdJXjSd2Wf,"Violin Concerto No. 1 in A minor, BWV 1041 (iii. Allegro assai)",Anne Akiko Meyers and  English Chamber Orchestra and  Steven Mercurio,0.4970000000000001,0.327,0.825,0.542,132.44299999999998,N,2
6ilh0MqS2624PKIIOmxH6R,Dakota,Coconut Records,0.73,0.286,0.963,0.785,105.859,N,2
4EofI2VbCtXKZU0MlgBr1k,Icefall,Nobukazu Takemura,0.364,0.47,0.942,0.951,162.769,N,9
3kphU0mtf6Zx1l5Wo7JM8U,Ghost of Winter,Lillian Axe,0.3779999999999999,0.7,0.0312,0.000334,142.319,N,10
5g96x2HHZcQzOtS1TF9R4o,Bring in the Rhythm,Mellow Jeremy,0.804,0.879,0.0214,0.893,126.018,N,4
0cZc48a17b41mWBLGmfiPg,Portrait Of Friends (Concert Suite),Nick Levinovsky and  Allegro,0.508,0.365,0.6920000000000001,0.0991,147.877,N,8
3hOk172wBFb87uBnJNYE2w,"Handel: Agrippina, HWV 6, Act 1: ""Umile alle tue piante"" (Agrippina, Narciso)","George Frideric Handel and  Joyce DiDonato and  Maxim Emelyanychev and  ""Il Pomo Doro""",0.461,0.138,0.978,0.0,105.213,N,6
2BxhsdRRkeXYBPTT12utAX,Kat Kid,Toc & the Compulsive Brass,0.254,0.5710000000000001,0.0605,0.841,114.526,N,12
3g5UeD2bW1FnPAc07mjaWM,"""I miss my brothers""",The City of Prague Philharmonic Orchestra,0.146,0.168,0.963,0.892,103.264,N,11
1HSh64dvoEQhTluFnzrGde,Lights Out (feat. Aima the Dreamer),Kat O1O and  Aima The Dreamer,0.627,0.7440000000000001,0.114,0.0231,116.87,N,1
2pP4vG6T7YLNoTKhPJTdB6,"Going, Going Gone",Peter Gallway,0.688,0.396,0.598,0.00983,127.957,N,3
4hEMdjuz7ars5xw4XVreFS,Woke Up,Azoe,0.677,0.7659999999999999,0.422,0.0,97.023,N,0
0XksVuZr96qB9vbv0aOC6b,That's What Friends Are For,Karin Olma,0.636,0.318,0.64,2.62e-06,129.905,N,3
4ZXjyuActXdIYTOOdpGBAg,When We Drive - Chong the Nomad Remix,Death Cab for Cutie and  Chong the Nomad,0.928,0.517,0.0242,0.0693,104.038,N,0
